# Constructed from biom file
#OTU ID	S1A015	S1A1530	S1A3050	S1A5075	S1B07	S1B2230	S1B3040	S1B6575	S2A1727	S2A3545	S2A5060	S2A515	S2B07	S2B1522	S2B3040	S2B5565	S3A07	S3A1522	S3A3040	S3A6070	S3B2030	S3B3545	S3B6070	S4B07	S4B1522	S4B3040	S4B5565	S5A07	S5A1522	S5A3040	S5A5565	S5B07	S5B1522	S5B3040	S5B5060	S6A07	S6A1522	S6A3040	S6B07	S6B1522	S6B3040	S7A07	S7A1522	S7A3040	S7A5060	S7B07	S7B1522	S7B5060	taxonomy
ASV_586	0.0	0.0	0.0	6.0	0.0	43.0	31.0	131.0	42.0	12.0	21.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	22.0	26.0	386.0	0.0	0.0	3.0	6.0	0.0	0.0	0.0	24.0	0.0	7.0	6.0	313.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__MSBL5; f__MSBL5; g__MSBL5; s__uncultured_bacterium
ASV_6390	9.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	7.0	7.0	0.0	0.0	5.0	0.0	0.0	15.0	5.0	0.0	40.0	13.0	0.0	2.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SJA-15; f__SJA-15; g__SJA-15; s__uncultured_bacterium
ASV_3985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	10.0	61.0	20.0	0.0	3.0	14.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Hydrogenophilaceae; g__uncultured
ASV_6092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	33.0	0.0	7.0	6.0	11.0	24.0	8.0	0.0	0.0	10.0	10.0	7.0	d__Bacteria; p__NB1-j; c__NB1-j; o__NB1-j; f__NB1-j; g__NB1-j; s__uncultured_bacterium
ASV_188	46.0	47.0	17.0	24.0	100.0	46.0	52.0	51.0	29.0	62.0	86.0	48.0	53.0	28.0	24.0	25.0	33.0	33.0	9.0	15.0	55.0	45.0	259.0	36.0	17.0	26.0	30.0	275.0	108.0	87.0	49.0	62.0	27.0	48.0	95.0	19.0	34.0	32.0	135.0	125.0	69.0	65.0	26.0	43.0	21.0	31.0	30.0	84.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Methylobacterium-Methylorubrum
ASV_4185	0.0	0.0	17.0	37.0	0.0	0.0	0.0	3.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	11.0	0.0	0.0	3.0	28.0	24.0	0.0	0.0	33.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__JG30-KF-CM66; o__JG30-KF-CM66; f__JG30-KF-CM66; g__JG30-KF-CM66; s__uncultured_bacterium
ASV_4647	0.0	0.0	0.0	0.0	0.0	3.0	12.0	10.0	4.0	0.0	2.0	0.0	0.0	4.0	9.0	0.0	0.0	7.0	7.0	6.0	0.0	2.0	29.0	0.0	0.0	6.0	0.0	6.0	0.0	0.0	5.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__t0.6.f; f__t0.6.f; g__t0.6.f; s__uncultured_bacterium
ASV_4900	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	18.0	6.0	9.0	60.0	0.0	26.0	24.0	0.0	0.0	6.0	3.0	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__WD2101_soil_group; g__WD2101_soil_group
ASV_6803	7.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	3.0	0.0	5.0	6.0	10.0	51.0	0.0	0.0	0.0	7.0	9.0	0.0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__S-BQ2-57_soil_group; f__S-BQ2-57_soil_group; g__S-BQ2-57_soil_group; s__uncultured_bacterium
ASV_7006	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	2.0	27.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	8.0	14.0	3.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__JG36-GS-52; f__JG36-GS-52; g__JG36-GS-52
ASV_5077	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	7.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	11.0	35.0	0.0	3.0	13.0	15.0	0.0	3.0	0.0	28.0	19.0	0.0	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__Kapabacteriales; g__Kapabacteriales; s__uncultured_bacterium
ASV_1376	0.0	0.0	0.0	0.0	7.0	2.0	0.0	0.0	3.0	21.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	4.0	0.0	0.0	0.0	12.0	10.0	0.0	3.0	18.0	11.0	4.0	57.0	55.0	6.0	13.0	96.0	91.0	22.0	36.0	18.0	2.0	4.0	63.0	9.0	d__Bacteria; p__Calditrichota; c__Calditrichia; o__Calditrichales; f__Calditrichaceae; g__Caldithrix; s__uncultured_delta
ASV_6008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	3.0	0.0	0.0	51.0	32.0	0.0	0.0	35.0	d__Bacteria; p__Sva0485; c__Sva0485; o__Sva0485; f__Sva0485; g__Sva0485
ASV_4782	0.0	0.0	6.0	5.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	0.0	2.0	26.0	5.0	0.0	18.0	16.0	0.0	36.0	10.0	3.0	0.0	0.0	10.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__t0.6.f; f__t0.6.f; g__t0.6.f
ASV_6276	0.0	0.0	0.0	0.0	19.0	2.0	0.0	0.0	7.0	46.0	9.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	3.0	0.0	0.0	0.0	10.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__JG36-GS-52; f__JG36-GS-52; g__JG36-GS-52; s__uncultured_bacterium
ASV_31	0.0	0.0	0.0	5.0	0.0	391.0	360.0	959.0	355.0	331.0	493.0	438.0	0.0	40.0	548.0	161.0	0.0	187.0	144.0	39.0	796.0	433.0	2344.0	0.0	3.0	22.0	35.0	0.0	0.0	0.0	72.0	0.0	0.0	221.0	1412.0	0.0	15.0	352.0	0.0	0.0	75.0	3.0	235.0	612.0	855.0	0.0	101.0	882.0	d__Bacteria; p__Acidobacteriota; c__Aminicenantia; o__Aminicenantales; f__Aminicenantales; g__Aminicenantales
ASV_5775	0.0	0.0	0.0	0.0	3.0	8.0	2.0	0.0	30.0	5.0	5.0	6.0	0.0	11.0	2.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	16.0	16.0	0.0	0.0	0.0	0.0	0.0	10.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__661239; f__661239; g__661239; s__uncultured_bacterium
ASV_6155	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	17.0	5.0	5.0	0.0	0.0	6.0	2.0	3.0	0.0	0.0	0.0	0.0	8.0	9.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	d__Bacteria; p__Myxococcota; c__Polyangia; o__PS-B29; f__PS-B29; g__PS-B29; s__uncultured_bacterium
ASV_7008	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	11.0	0.0	0.0	10.0	30.0	14.0	23.0	0.0	0.0	0.0	3.0	3.0	0.0	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__Spirochaeta; s__Spirochaeta_sp.
ASV_1585	9.0	55.0	76.0	50.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	47.0	4.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	31.0	3.0	0.0	0.0	28.0	58.0	22.0	9.0	44.0	11.0	19.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Subgroup_18; o__Subgroup_18; f__Subgroup_18; g__Subgroup_18
ASV_670	3.0	24.0	63.0	7.0	10.0	5.0	0.0	7.0	0.0	0.0	0.0	0.0	9.0	16.0	0.0	0.0	25.0	22.0	9.0	0.0	0.0	0.0	25.0	8.0	10.0	44.0	4.0	6.0	3.0	4.0	395.0	0.0	21.0	23.0	45.0	0.0	0.0	0.0	19.0	6.0	6.0	13.0	19.0	84.0	0.0	7.0	61.0	3.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus
ASV_6293	0.0	0.0	0.0	0.0	0.0	0.0	8.0	23.0	0.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	10.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Armatimonadota; c__DG-56; o__DG-56; f__DG-56; g__DG-56; s__uncultured_bacterium
ASV_7228	0.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	33.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	15.0	0.0	0.0	8.0	d__Bacteria; p__Armatimonadota; c__DG-56; o__DG-56; f__DG-56; g__DG-56; s__uncultured_bacterium
ASV_1098	0.0	0.0	0.0	0.0	0.0	13.0	100.0	125.0	0.0	8.0	40.0	8.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	121.0	12.0	49.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	199.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__Latescibacteria_bacterium
ASV_6928	0.0	0.0	0.0	0.0	0.0	2.0	5.0	11.0	6.0	9.0	9.0	4.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	5.0	14.0	11.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__mle1-8; f__mle1-8; g__mle1-8; s__uncultured_bacterium
ASV_2424	0.0	0.0	0.0	0.0	0.0	17.0	23.0	53.0	9.0	2.0	14.0	3.0	0.0	11.0	10.0	22.0	0.0	0.0	0.0	0.0	15.0	27.0	67.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	7.0	0.0	2.0	20.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	d__Bacteria; p__Desulfobacterota; c__Desulfobaccia; o__Desulfobaccales; f__Desulfobaccaceae; g__Desulfobacca
ASV_2925	5.0	0.0	0.0	0.0	34.0	0.0	0.0	4.0	5.0	62.0	16.0	2.0	4.0	3.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	13.0	2.0	5.0	3.0	7.0	0.0	0.0	0.0	14.0	13.0	42.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__S-BQ2-57_soil_group; f__S-BQ2-57_soil_group; g__S-BQ2-57_soil_group; s__uncultured_bacterium
ASV_335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	136.0	75.0	0.0	698.0	686.0	23.0	25.0	0.0	0.0	0.0	81.0	24.0	15.0	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__metagenome
ASV_5670	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	2.0	0.0	2.0	3.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Rheinheimera
ASV_2464	21.0	26.0	22.0	10.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	6.0	0.0	0.0	24.0	8.0	26.0	0.0	21.0	0.0	10.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	2.0	0.0	0.0	50.0	18.0	3.0	d__Bacteria; p__NB1-j; c__NB1-j; o__NB1-j; f__NB1-j; g__NB1-j; s__uncultured_bacterium
ASV_7280	0.0	0.0	3.0	6.0	0.0	0.0	0.0	2.0	6.0	0.0	11.0	10.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	4.0	8.0	26.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__AKIW659; f__AKIW659; g__AKIW659; s__uncultured_Acidobacterium
ASV_854	0.0	0.0	0.0	0.0	0.0	11.0	26.0	18.0	34.0	16.0	30.0	22.0	0.0	15.0	35.0	27.0	0.0	21.0	13.0	0.0	33.0	33.0	159.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	6.0	0.0	0.0	15.0	291.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	6.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia
ASV_81	0.0	38.0	26.0	86.0	254.0	33.0	0.0	25.0	0.0	10.0	0.0	55.0	145.0	12.0	5.0	0.0	0.0	0.0	0.0	0.0	2.0	9.0	5.0	414.0	239.0	146.0	83.0	16.0	111.0	86.0	4.0	194.0	159.0	160.0	55.0	248.0	244.0	116.0	121.0	259.0	317.0	217.0	411.0	295.0	62.0	102.0	481.0	239.0	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfatiglandales; f__Desulfatiglandaceae; g__Desulfatiglans
ASV_465	55.0	30.0	25.0	40.0	64.0	0.0	0.0	0.0	7.0	25.0	14.0	14.0	135.0	14.0	11.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	7.0	271.0	32.0	18.0	31.0	140.0	45.0	46.0	15.0	107.0	40.0	42.0	0.0	0.0	0.0	0.0	0.0	22.0	19.0	48.0	0.0	0.0	0.0	11.0	11.0	0.0	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfosarcinaceae; g__Sva0081_sediment_group
ASV_71	128.0	160.0	452.0	159.0	194.0	6.0	3.0	15.0	5.0	59.0	19.0	26.0	70.0	7.0	5.0	0.0	14.0	0.0	4.0	0.0	0.0	2.0	0.0	284.0	134.0	28.0	80.0	146.0	158.0	240.0	16.0	118.0	183.0	154.0	68.0	319.0	141.0	3.0	420.0	518.0	149.0	934.0	37.0	0.0	20.0	282.0	345.0	71.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__B1-7BS; g__B1-7BS; s__uncultured_bacterium
ASV_5757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	16.0	4.0	7.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	8.0	0.0	d__Bacteria; p__Patescibacteria; c__ABY1; o__Candidatus_Magasanikbacteria; f__Candidatus_Magasanikbacteria; g__Candidatus_Magasanikbacteria
ASV_856	0.0	0.0	8.0	3.0	0.0	24.0	64.0	105.0	37.0	4.0	24.0	9.0	0.0	79.0	48.0	44.0	7.0	5.0	0.0	0.0	29.0	26.0	170.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	39.0	0.0	0.0	31.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	d__Bacteria; p__Desulfobacterota; c__Desulfobaccia; o__Desulfobaccales; f__Desulfobaccaceae; g__Desulfobacca; s__uncultured_delta
ASV_6001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0	3.0	0.0	3.0	68.0	0.0	17.0	7.0	0.0	0.0	2.0	0.0	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__Spirochaeta; s__uncultured_bacterium
ASV_6049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	58.0	0.0	38.0	15.0	7.0	0.0	0.0	5.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__KF-JG30-B3; g__KF-JG30-B3
ASV_3447	0.0	0.0	0.0	0.0	0.0	10.0	27.0	19.0	0.0	0.0	13.0	0.0	0.0	3.0	0.0	0.0	0.0	8.0	5.0	10.0	0.0	6.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	7.0	0.0	0.0	5.0	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__SBR1031; g__SBR1031; s__uncultured_bacterium
ASV_7522	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	74.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__Ignavibacteriales
ASV_5031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	6.0	0.0	34.0	42.0	19.0	3.0	26.0	7.0	0.0	0.0	0.0	2.0	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__uncultured; g__uncultured; s__uncultured_actinobacterium
ASV_2752	0.0	0.0	0.0	0.0	0.0	12.0	9.0	10.0	4.0	0.0	17.0	7.0	0.0	39.0	9.0	0.0	0.0	0.0	0.0	0.0	40.0	25.0	53.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	11.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	8.0	13.0	7.0	0.0	0.0	2.0	d__Bacteria; p__Acidobacteriota; c__Aminicenantia; o__Aminicenantales; f__Aminicenantales; g__Aminicenantales; s__uncultured_Aminicenantes
ASV_2764	0.0	0.0	8.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	28.0	20.0	0.0	0.0	0.0	13.0	6.0	0.0	6.0	6.0	0.0	9.0	10.0	17.0	0.0	0.0	28.0	3.0	46.0	37.0	5.0	0.0	6.0	26.0	d__Bacteria; p__Zixibacteria; c__Zixibacteria; o__Zixibacteria; f__Zixibacteria; g__Zixibacteria; s__uncultured_bacterium
ASV_820	0.0	0.0	0.0	0.0	0.0	32.0	49.0	153.0	39.0	20.0	55.0	37.0	0.0	8.0	38.0	22.0	0.0	11.0	23.0	8.0	29.0	32.0	239.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	7.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	22.0	0.0	0.0	6.0	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Thermoflexales; f__Thermoflexaceae; g__Thermoflexus; s__uncultured_bacterium
ASV_7299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	12.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	4.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	0.0	7.0	12.0	15.0	2.0	3.0	0.0	16.0	0.0	d__Bacteria; p__Verrucomicrobiota; c__Chlamydiae; o__Chlamydiales; f__Simkaniaceae; g__uncultured; s__marine_sediment
ASV_5570	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Aminicenantia; o__Aminicenantales; f__Aminicenantales; g__Aminicenantales; s__metagenome
ASV_1916	0.0	0.0	12.0	14.0	11.0	3.0	0.0	0.0	6.0	3.0	0.0	19.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	19.0	18.0	25.0	0.0	25.0	54.0	31.0	44.0	25.0	60.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Desulfobacterota; c__uncultured; o__uncultured; f__uncultured; g__uncultured; s__uncultured_delta
ASV_923	0.0	0.0	0.0	3.0	0.0	56.0	7.0	24.0	40.0	24.0	36.0	73.0	0.0	94.0	45.0	21.0	5.0	0.0	3.0	0.0	43.0	35.0	112.0	0.0	0.0	7.0	41.0	0.0	0.0	0.0	13.0	0.0	0.0	32.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Desulfobacterota; c__Desulfobaccia; o__Desulfobaccales; f__Desulfobaccaceae; g__Desulfobacca; s__uncultured_delta
ASV_7532	0.0	0.0	0.0	0.0	0.0	5.0	5.0	2.0	13.0	3.0	5.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	7.0	0.0	0.0	0.0	0.0	0.0	5.0	6.0	0.0	0.0	0.0	3.0	0.0	0.0	5.0	0.0	8.0	0.0	4.0	0.0	0.0	9.0	d__Bacteria; p__Gemmatimonadota; c__MD2902-B12; o__MD2902-B12; f__MD2902-B12; g__MD2902-B12; s__uncultured_bacterium
ASV_5495	0.0	0.0	0.0	0.0	0.0	10.0	22.0	28.0	2.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__JG30-KF-CM66; o__JG30-KF-CM66; f__JG30-KF-CM66; g__JG30-KF-CM66; s__uncultured_bacterium
