#OTU ID	description	S1A015	S1A1530	S1A3050	S1A5075	S1B07	S1B2230	S1B3040	S1B6575	S2A1727	S2A3545	S2A5060	S2A515	S2B07	S2B1522	S2B3040	S2B5565	S3A07	S3A1522	S3A3040	S3A6070	S3B2030	S3B3545	S3B515	S3B6070	S4B07	S4B1522	S4B3040	S4B5565	S5A07	S5A1522	S5A3040	S5A5565	S5B07	S5B1522	S5B3040	S5B5060	S6A07	S6A1522	S6A3040	S6B07	S6B1522	S6B3040	S7A07	S7A1522	S7A3040	S7A5060	S7B07	S7B1522	S7B3040	S7B5060
PWY-6728	methylaspartate cycle	13533.1812129204	15343.3397001449	9244.15588839054	7774.22147460256	16190.5389695163	4651.70086714556	2310.96697851011	3294.55554317034	3282.40381216382	9140.14367169033	8787.07427974388	4177.45907839048	10531.6898781656	8936.2056750231	13103.0586771264	2743.13570709279	5659.77130013655	2763.5572237137	3078.77543384034	1727.38077212092	3596.58881415222	2820.57632602587	3908.48286581626	16932.4641331311	13632.5234652393	6768.66073759685	8296.75606862298	7600.44756670883	17084.9246843679	9317.77872116331	13655.0594286441	3358.42581765714	11909.9373021725	8650.68693719373	14244.1063004506	5938.08575673251	20729.5583534299	18301.2463962408	14435.8459440146	29740.5475351931	20624.2512701134	15966.8094637052	18636.5054265748	17006.9796980058	20665.0104210823	2960.02559663408	12548.3054391241	16171.2789635835	22328.3643571061	12397.6869648218
PWY-6731	starch degradation III	99.8819776728803	62.456848144554	49.9662847193731	19.9950617648741	44.9858484229675	27.4910512200399	17.4959425008969	12.4969786959624	7.49876301505593	57.4649059301265	42.4819585013542	0	39.9763826085965	37.4798069481877	42.4885982628508	22.4913532294532	42.479514664325	27.4907753160123	9.99798229733	29.9862414839237	22.4934310187243	62.4514782538116	19.993830252902	82.4831561096969	9.99907005863261	27.4858560275314	27.4907391514316	42.4753827983771	812.757599588406	114.881813963509	224.611680193701	19.9919236725487	84.9368576407181	122.335229888181	1003.88412487297	458.173767612263	14.9976997912546	0	7.49942524874791	19.9972005786855	59.9603162529317	27.490351979721	596.487853819638	32.4813403065974	49.9691357526396	72.2807910123915	533.214430009617	639.95373806716	197.165047940892	117.349082810747
PWY-6737	starch degradation V	100755.8067222	111388.574429492	76733.5592109752	85048.4094186829	115753.95733429	107323.182061015	92488.5836829621	75160.0056397798	76108.3863042063	103017.519325731	121022.419868976	67925.5670489066	90981.6940742987	81474.3194875274	119429.597614304	72884.344743063	76339.6032786295	89369.9446689503	64527.8717905798	57596.4720735517	105859.040596824	102823.278266679	66624.1844410439	315787.929652647	116466.293363139	65711.1675684594	99699.6402985759	89419.7173553877	112794.799451318	93573.3977508919	130714.758635839	57731.5563719531	111979.156046903	91612.3209343843	145088.702385266	107553.21287479	114216.667592981	95802.8290755347	102080.536645238	139229.79272335	115618.835172422	99289.8228841689	119307.816100123	85360.6956596071	111279.793113494	30631.4830913514	84754.4111757728	106700.828496814	135427.189005085	99600.8629388576
PWY-6749	CMP-legionaminate biosynthesis I	2805.65440622304	5895.26890178082	2182.07217757538	3676.25563491024	2858.7597879557	1600.88098033517	489.097724793315	750.213464115425	871.342727214474	1130.48283098923	909.743243108473	1482.95662288631	6167.116589847	831.611666828035	794.106346112479	389.301271573364	1014.6640051682	337.538270713272	769.082362962323	91.9473589520976	714.495704009595	712.271579216654	566.502660616195	1581.49533568476	7291.39840231636	3334.35028446339	2964.32793880426	1992.8815449775	2781.1721914664	1275.46076631362	2758.32515263212	253.613915463476	3681.72775808122	2418.207886008	2958.07867421259	1001.30682473253	2232.2761408571	2193.39561494154	743.940142157268	3453.53593375811	1719.83870521668	1590.23650331338	4701.67553236199	1537.83158500743	1521.58266559985	541.386753137348	2874.45540048001	3239.85046149935	1620.40289672717	1085.4177952721
PWY-6876	isopropanol biosynthesis	6477.55524958143	9838.78746805722	6668.58272043871	4092.81041157499	9107.70426308116	4945.22636669518	9849.89185129388	3048.81745613448	2664.51568900644	4990.17694279021	5600.03963982573	2421.30297921335	5835.93989559112	2507.62933999213	4031.15365226067	2922.53318341344	6694.6876560272	7448.28075121307	4664.50079206425	5109.37658939563	4300.06247528718	4185.00670427931	2417.82912702957	11754.5720079581	7777.12236401884	5483.58776253835	3887.9227487258	3505.23201976333	7664.15385529124	5294.66591152504	8785.72978362566	4723.25283794133	7223.3881499011	4942.48643130282	6913.99128060678	4016.52420187108	12856.1140405349	14189.9451145539	8155.16543949771	16769.207548356	11462.8572626081	7466.73980833448	16424.7495949733	9652.37826513586	9932.03606191193	1475.5033553802	8249.6364998278	9699.74724144581	11079.5426792219	6276.73479884156
PWY-6891	thiazole biosynthesis II (Bacillus)	17075.1485350719	18059.8289519038	16514.9448668736	25128.5080028561	36524.2521118885	23148.5969661459	21513.3778560193	14247.617706823	12797.8538437891	24546.2873236621	27531.1792407272	12221.0854238034	16435.2088782872	19506.3622273168	59477.0871722292	16715.055047463	25314.225159203	21250.7394352259	13831.3145752867	17922.0731654983	21622.5559729753	22523.4123062618	13794.8039550775	126432.025702788	17676.0988162101	10739.6492037275	20468.1675078239	18194.8105079704	38076.2636571714	28959.0064057343	32232.832059452	14007.7034408306	25918.7562466864	19120.4265608066	32800.3367148621	22542.8606315339	21344.4855947257	15440.0509925921	25673.1661136752	36922.8760575349	23445.7728913045	20214.1703531653	19297.2304773096	13230.7522768632	20415.2390913243	6221.04364819028	13912.8559129885	16080.6484344688	31388.298558301	25251.1674686697
PWY-6892	thiazole biosynthesis I (E. coli)	32369.9468255322	48871.5914992098	41237.0139357814	48095.1036991988	54759.8608075877	51617.8275209984	35967.0811387736	31174.4397861228	38494.0788845341	42957.2972316803	50790.4109695314	35308.1620031956	40241.4642480835	41127.4824054306	79477.2264608973	30347.3258802945	36912.815684175	34365.5133369797	26199.1365667595	25158.6841310048	44791.7163428602	41630.2104380893	28877.2561532996	175577.05801227	45508.6798409086	27684.2873573713	45805.8790102028	40417.1569607742	53955.5417292793	42123.2149659206	52161.2130192332	29757.8352592583	49243.9132128854	35262.4140983312	70132.578217923	45217.5869324632	46425.1577562982	43063.4040980651	42151.0460125231	59321.0062925398	47943.6088192153	41595.1677380023	43615.580732634	38704.488806734	52281.5949872976	13952.4661246584	28118.3707851499	42809.2029678176	51951.628023301	41272.4703883815
PWY-6895	superpathway of thiamin diphosphate biosynthesis II	59528.8592016706	66135.9566824509	55752.6231431264	73994.080082523	86188.0659200612	78556.1603086294	65566.4098605536	53675.3602117098	48542.9457720105	72433.8264188177	87155.8512963991	44920.1747848142	53916.2414995785	65490.0069666729	125105.077719878	52576.6068702025	57837.1455105902	62091.6421308951	45054.0090419541	47914.1242083876	73145.9322827272	70407.4620254186	46322.5993535158	310990.144627522	64640.5632814967	39569.4510367304	69229.3162931144	64422.6497448857	86984.410067731	72317.139946039	92234.9814981709	42092.3480380725	75237.9107485469	61565.9833518662	109575.329549226	78388.9583957521	70467.58554726	55790.5472655497	73129.8407960912	97720.0878043773	72289.8724059329	63074.7643819727	65268.1244408525	49775.1673311787	72133.4739137642	22149.3245315869	46547.5619126649	58037.8010514735	91976.3609609655	70890.0010601804
PWY-6897	thiamin salvage II	156287.062292498	194250.264143242	135003.278246775	140233.674633475	131349.772881171	183616.913384463	130558.37949058	161031.869294098	149991.350810461	138168.180987131	180762.395480004	127347.175542551	123303.552455266	148520.876394008	165449.363233346	108253.899779165	84642.4493315454	117683.44098	97559.2314253502	79779.5616433456	169388.264888535	143090.452317942	107431.552673407	470573.488413117	191188.290188563	117744.752833862	163789.749243357	166619.201095323	129214.213312166	115812.465548329	171008.126319171	81966.1114444712	143276.445479006	136259.353957407	254625.852908734	195327.479971757	165055.047329525	156127.928585884	133372.462996707	166423.407311547	149318.416239726	132367.221152638	160319.558762646	154717.854769373	187492.119287844	57541.3056092363	112319.080504325	163765.820942053	174484.766554937	126739.054405547
PWY-6901	superpathway of glucose and xylose degradation	94638.4762098757	96504.1547533974	67882.5369084041	73053.9761974145	128731.753731133	90554.6542632507	82616.7153783517	64633.0071172313	63653.5249701325	96116.8042755223	109677.524205961	58802.584278866	78975.2759279798	70241.6433111921	94040.3926328078	66371.5807625008	85238.3703763745	84100.1879686165	58397.523282582	56112.6304676968	94653.2625191382	90283.3342737083	59622.220250165	276804.07788692	106500.045454863	58231.86036355	88108.3376310746	80085.4532476181	135477.760539684	101330.597912245	124478.296512336	51626.9997957238	109577.757866949	81720.8975317374	124290.08564666	90792.3874348087	105415.490539604	84844.6330037912	99660.7903748646	142834.816772374	103166.840959123	89230.7596851467	104741.725379823	77929.896928795	100654.286769647	26956.0646981801	77800.6835923696	91593.1246323783	124301.75602239	93509.3180164301
PWY-6944	androstenedione degradation	2271.39783596139	3878.77950069496	2107.72188702468	853.424479730398	1777.64557495116	362.600342380259	125.221645363539	332.174626083023	251.090075141189	624.444690269215	443.999494035576	442.53438327571	1893.68093503633	452.011960832137	474.900781004555	210.699100991296	613.641397248451	204.52266623065	343.46921395355	106.779717671114	276.656044318502	270.424649287764	195.821397523481	1194.12373382408	2778.21471203436	1906.5093589759	598.464750007203	972.261747646365	2092.82437716937	1018.40432759617	2435.82017500812	314.543776300748	1714.17622383288	1571.25141063593	4147.90447835011	1880.79698187972	1795.40934502279	1494.88661535632	1281.96156582686	1436.94882240582	1251.48499217877	990.156483045837	6128.6965169761	1684.88568223572	254.423368975119	148.485268882926	2917.78291727565	2930.69053532841	2104.47333646734	1046.8850361562
PWY-6957	mandelate degradation to acetyl-CoA	1464.66304235114	1660.43344091781	1375.34480919472	773.241838614455	2616.40549076482	1107.54726215648	313.533954675258	590.523387859663	465.075543472703	1361.43879565791	1056.54848770232	516.193960610563	1305.6776096819	919.313924470833	1330.92728264065	333.555388231519	569.303681595176	628.705061524884	258.356436653439	212.806674361996	483.860857334001	479.525976669703	419.928839009216	4137.97005911048	1172.4599422025	1390.08264200593	1174.10734966307	1436.66497650686	2365.58500128281	1302.63160464133	2518.8670231128	830.249836662812	1701.95706136648	2264.25239530953	4633.35461645728	3185.4180129403	1139.19520217608	680.095683803977	1249.72214922234	1692.43046210628	1047.12873024621	932.688781934409	1537.52578195498	670.527531077978	931.821586504137	249.035005045139	1111.26788749982	3301.68156922493	1297.92084402731	1032.44646537341
PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	202042.976009393	240375.93165088	169103.644161885	170878.852495646	174432.770721897	210013.66156775	153123.774313245	177450.727879389	171090.865054176	169520.471848643	212918.808989928	147128.292888334	154940.334778252	172633.035584495	202414.058186045	127519.619931747	112851.217753032	142529.313555345	111321.208461828	89399.9544493769	197098.475080674	166869.029502033	126333.13156401	575349.875943643	243082.010097253	144089.846570093	198587.921026874	200614.736947818	171624.862505483	151581.29190598	217490.10883082	95014.0164328342	186013.397899819	170863.617455101	313546.679825794	229350.730445583	212784.97518299	191969.614770677	162068.653588032	220427.856258793	187833.873545811	164084.95421563	212337.836969672	190822.399284795	227062.446702654	65268.3126668905	145618.632940062	205681.197391924	214855.256275781	155180.576751272
PWY-6992	1,5-anhydrofructose degradation	200.365613685244	73.6499813664558	65.7787781557353	101.446169868681	332.22109799735	133.725307555402	162.921293524351	149.178628429465	125.409004203003	108.133472994168	213.867694072907	94.1565691966971	182.676067143476	73.4562207063371	186.059577707908	154.854646006761	156.038262872237	167.877665660949	109.795408394553	250.144780878993	189.440985612022	189.367145125876	135.058569553443	522.372561496868	107.440933937119	101.341699969395	126.67274639812	61.4133773951754	366.231668623518	277.707770213608	240.83619828234	92.9623873345456	232.877764217507	160.103701399266	871.696433652032	404.772605271378	173.125456776927	66.1001207059662	156.606573359225	302.964347926749	278.899069232038	176.914873537405	119.736494727348	72.9229670194744	145.477029996204	43.8424863041305	123.862639152358	126.961365079293	176.20547571003	233.188455249573
PWY-7003	glycerol degradation to butanol	8010.74922348747	14071.610568622	16539.8826740126	10199.2518324133	16974.5265394157	12232.3007933605	13519.7181166308	6393.78524656464	5167.03119287695	9817.73892391037	11583.2355568772	4515.4290002496	8759.54435384448	7750.54528652049	11175.3672936206	6680.28242691584	19409.3027372099	16853.0298287672	10570.3937345172	10225.5273378143	9300.89382174766	10068.786482619	6308.19145480202	30434.1969291646	8338.31124329568	6921.05569237405	10396.5229735596	8729.24396569077	17296.0236174481	11346.0262681081	15377.0040726123	14250.7905299636	13717.0227080047	9370.4536951227	14558.5802180009	14121.5468647451	13360.6341891392	7549.66994829394	11350.8046301246	17507.4733609837	11301.4808569972	9139.81904994694	12300.5828662531	7191.47562066036	12677.9043399671	2603.01652180632	8001.32751657866	9438.19961750206	13573.4556944154	11003.801914953
PWY-7007	methyl ketone biosynthesis	1833.63586693536	2818.6896523688	1190.31815539635	1494.52208826373	4249.71488196101	2106.44120234724	1854.11537974022	1256.24673364335	1042.72711576762	2958.23793241463	2530.75347519363	1016.74716640897	3238.94275456017	4938.61015871199	36707.1467589841	2197.59729855208	2734.8093892123	2179.09853841415	1505.89819442979	2320.99877568997	2248.80033372772	2211.06573168725	1461.55589173084	21530.2099598059	4370.93864033355	1756.78583303661	2289.46232744806	2108.75613607157	6790.60118948219	2535.80928093087	2702.9815977073	1292.99591752992	3120.01388349394	2254.31292395529	6626.12987807432	2862.78316042307	1967.80902028356	1247.8516788862	2467.47654391383	3713.60170298928	2190.13570678265	2152.93428772141	6176.17763573681	1451.94177928422	1646.6108819373	467.669947309226	3534.88681900058	4212.45457136337	2659.19668297915	2013.02125786184
PWY-7013	L-1,2-propanediol degradation	35308.853827089	32083.83112135	21749.6049334971	29309.6876444981	82415.0159680087	39774.6247321392	45311.4618331798	28122.6650505327	23824.5716339966	50726.4947895416	57057.541295901	22763.3201803448	29654.3260016656	24250.3831628916	41195.7335023398	33615.7901181231	56502.9974763918	46871.6010030979	28424.345339917	44260.2265292482	44190.8577259282	48815.8904610212	27954.9738874596	120215.259960907	35059.7966175242	20185.9962283476	39865.4093032223	33039.0670629459	87546.6734746755	65131.0737761129	69329.574654607	28918.0097204902	55546.5990021219	37790.2012765519	37839.4279243662	33217.805429586	45590.7315619935	30758.5564190928	57046.8298224798	83033.7681023506	48840.7330812575	41677.9651223248	39730.1940041909	25999.0038846789	40551.9122432884	13159.6426694544	29102.6063661932	30490.443751615	68070.5483400696	56130.4751912185
PWY-7046	4-coumarate degradation (anaerobic)	753.735368393853	854.718589171199	506.593013664832	622.938738534722	1930.96157918151	904.711379537878	924.372094498095	707.046160414714	632.193224463378	1056.0219757915	1214.72183544675	536.598896987885	853.763570241983	599.517686885274	871.851123987384	783.219886689001	1236.73316670428	1128.40572249211	847.298560511487	491.676709638328	1068.25090641604	992.955769576317	601.955921148559	2945.63220063516	953.085512402905	587.982079660924	931.020947781323	655.458288840751	771.486239251901	1033.90692278472	1636.24981667177	645.549343855158	1482.89385262661	879.319105851728	1050.19744235222	781.049681234646	881.740410384667	651.248629816906	1370.99456912512	1706.52279788665	1278.26809947012	1113.87255093959	1058.16085007123	568.830971784327	970.458339830026	290.086728120336	785.744026439584	913.02493785287	1578.83617581865	1078.06517944968
PWY-7084	nitrifier denitrification	263.049019117899	225.034101450286	122.938217680386	63.4560463419282	182.608484192261	13.9279487560562	0	0	30.503403042844	229.855425798943	79.4018000229097	7.76120905817538	61.1098346775915	5.99331229877331	14.6819271664546	15.6902075072122	0	0	4.98255960445592	0	0	5.96554173513988	7.9849005001016	21.8697413035853	221.483519210062	168.091822954405	48.8656564906928	83.1698625605824	144.26067931456	169.205783466656	265.408302252492	0	138.848376785376	253.498016801182	332.387027040874	52.336436575443	508.760588625204	624.42496291809	203.433225144624	712.356247458651	218.609550146039	944.798935566233	214.475886696423	560.954740906014	334.264562530664	31.5939896350066	135.570769932144	254.738253135315	173.883451437346	79.227720420155
PWY-7090	UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis	899.346384297744	1903.77852461045	1563.56918787421	1346.07199282477	1710.10506168409	1672.77015300168	765.080242230872	627.913273304149	1250.92905055902	1792.16796120333	1136.96844917305	925.159385518387	2158.74334993282	959.638458630997	2009.31975182112	518.027761716239	719.798731814435	2565.45021138284	680.094159699058	577.441847549367	1260.75674973985	782.795648952918	5553.63892455672	33353.809449174	1927.97146467879	1018.83582817112	2052.35370918702	750.977637399255	1340.0192144341	604.195527594077	810.033102734237	632.856252011689	1352.05724469736	1561.45398984414	7458.59342649553	3927.0286716821	3039.84361503228	3022.86570557089	1075.19600216911	3960.78942900495	2613.35621890607	1636.2975610529	2503.49119591311	3292.97528293972	3582.07901510712	437.073695533237	1287.77159777402	1801.38263525916	2183.39189933463	1073.80111199158
PWY-7094	fatty acid salvage	123861.705902782	150570.092805846	108056.490078818	92403.7597518599	126430.551547615	96092.6750464872	76939.7103352172	76292.0431962794	70377.6532872461	95119.7878117206	106791.745796998	62833.0460572584	99617.5434969135	81359.2035471743	118866.455725376	62551.7460315216	76204.5526592062	85230.8600419333	60059.61019773	52947.7265249226	87421.3791062197	78650.3377945017	66315.8547656809	374896.086739352	172632.838421724	87841.315534112	98140.3927817769	101561.842414912	122297.243757978	100346.447269606	145192.381220062	51594.7941494631	129056.582350293	114967.217661806	234228.698504384	150041.940826991	136633.871001271	114059.156752682	101743.757195181	155261.777577057	112303.518149631	98996.5542830854	156461.489827597	111912.225781033	118637.35777636	28826.4456631268	97223.5301373573	135717.958985895	134635.296925157	89744.0682797764
PWY-7097	vanillin and vanillate degradation I	1121.84654325661	377.621061572072	280.919187996488	155.168609287524	689.019848412095	107.376587048823	84.604880649525	66.2561441268291	140.236463341218	688.14202965664	382.883921293439	86.0431464909306	558.951907302709	169.097544506431	459.972764869297	67.8679250652516	160.027030945778	56.2505701906853	57.2902903188342	62.8490725110762	96.1228531207869	190.141915723707	111.407265850531	818.81680345206	1009.72722733216	325.62572202771	280.310307324299	319.648534962278	557.247290668527	359.476718966907	604.732491741924	60.6302730556339	666.789828915266	790.580371852434	4397.24757382631	1306.6695935996	270.976879211515	176.678816883125	251.023900509204	363.507151808061	123.681369604236	275.805546907067	618.072599372608	68.5128841603456	343.438731960934	77.165113098169	424.706167900693	557.595507457921	238.378472209631	167.174700012141
PWY-7098	vanillin and vanillate degradation II	1241.61638500916	422.876119785543	314.280270884415	173.688152008124	769.47892043639	120.636773245068	94.9492851565039	74.3280086183794	156.717663006196	764.275000629646	427.532862841351	96.378506032632	623.952844760282	189.729483418655	515.774509712002	76.146295724025	179.359392778144	63.219126771623	64.3044169390522	70.56931440717	107.84632010973	212.87929840879	124.807708738236	919.413526456748	1119.79224542816	363.865924750591	313.140243316701	356.534647877989	623.283273057347	401.571825033056	675.882986720583	68.120123713115	742.925279824702	879.886122185668	4872.75882051538	1461.9681563509	303.593003060507	198.176430126119	281.224938626924	407.38901517136	138.860401428585	308.456015340398	691.961702602518	76.9703227569813	384.132735604123	86.246281181471	474.790938000068	624.265137311797	267.3689347545	187.405203869712
PWY-7111	pyruvate fermentation to isobutanol (engineered)	234614.475520774	282204.450582933	196900.367176055	198194.177820262	229511.169958085	257556.765069477	189552.469485431	215001.265506887	204635.569544212	206831.167345945	262776.349297649	174265.513149277	186789.194389616	209379.540657063	251767.514349667	155534.57792899	146530.576250714	178527.993258461	142223.3033009	124667.539738246	239641.178995571	204624.825627786	152325.839315447	709970.877068592	285638.698817747	168060.642969056	230341.360519151	232443.484692424	228295.271264571	188758.012935443	267346.946137689	120075.31453098	226925.382992944	202401.165234361	378633.729707558	282821.738485966	259631.873181116	237371.772210992	204382.972961059	289962.998531799	233205.749813614	203019.396567842	272448.535801773	227141.249030134	271136.888952769	76855.2880537203	181735.158741658	245808.715807604	267513.67733682	190951.116942967
PWY-7159	chlorophyllide a biosynthesis III (aerobic, light independent)	2656.31129865015	2293.62676738047	950.998271524397	582.303729920111	1940.68644611892	387.179352846451	387.125040944743	277.958382325253	315.320967742365	1440.13468456721	984.953541638741	258.950037764822	548.324746412593	266.382322670411	342.990475718867	306.08992580058	550.85662581137	406.574449061069	278.154874132562	276.450604103541	378.599146623667	360.02720219142	228.903046839032	1055.27661162639	2360.57094633897	402.45490973027	510.258931910138	777.977602523259	3094.96952103311	976.369524631798	982.359447630965	189.127542671748	1225.28153244591	1025.37959549296	1578.16529986925	486.213761113789	5944.71152462576	4433.28269673767	1091.14459030296	4399.20196372646	5291.37646946989	2656.15526358237	2600.35030830998	2012.21957920117	851.997716697892	212.010403078363	2946.56633565738	4785.04705388937	2200.83643213339	1134.3769917782
PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	146929.225980929	171148.24083439	125621.062565981	129873.36493603	139032.568474822	177236.061198317	130346.496424402	151184.005616513	141181.105386948	139871.99970651	182670.119953155	119686.152820425	118467.503509653	147171.195878936	174694.593812263	108293.597963536	95180.748079623	120964.460960013	103201.637338309	79796.621888438	170216.664523488	146141.094680486	107527.221233945	505763.74932253	177356.530317913	105257.437364089	153149.945931128	157283.045088735	138588.41531394	120134.933687839	168960.626733394	78552.9025081289	143529.746916623	130547.259771535	249096.294436477	190326.625416724	152052.252125916	138474.417009496	131307.831826528	171268.056152826	140419.63301369	126993.768722897	151387.155482241	135401.056434122	173942.361021617	53259.5542774653	104076.525011925	146594.719836934	164764.038226293	122590.992106675
PWY-7187	pyrimidine deoxyribonucleotides de novo biosynthesis II	102716.788018828	118550.042753927	88407.42197359	93569.0802981264	113519.039271938	131219.911339938	105542.39726657	115342.780377202	108290.047582156	105906.759963989	136391.452965061	86177.1619898808	85690.3067596284	107292.966900313	134995.530954936	84129.7928061449	78527.5887554098	97584.9855301517	78283.9197211581	70818.910869861	127652.369689444	114461.16997338	82096.5225529882	402166.221778519	122528.182901302	73875.0685864088	108614.770668287	110738.772402467	115015.69175278	94617.0628250044	127830.824043446	60480.0128649479	109152.64363003	95134.1930887422	184582.655834228	148938.243466303	108697.573495519	97613.0668904648	100915.190309824	132812.143242772	104510.188843169	95483.8299950539	108778.491168689	94844.0064257255	126248.538825616	39045.6333618126	77107.4235393769	104812.865974834	123730.931125723	94240.6478056851
PWY-7196	superpathway of pyrimidine ribonucleosides salvage	110777.994253703	124609.98801342	91842.1899174503	100408.797055155	123779.460001721	128321.927445946	106556.101109564	102941.700917863	102162.999125061	110657.806301578	138613.208733354	86663.1591273393	95619.6649123278	105249.87959412	139355.93581221	83197.6641378306	86188.4176951014	101805.355277153	76495.9232928664	60845.9048704863	126821.099045707	115425.685883472	82599.7865914217	395707.200998232	129086.829953523	76516.4569798446	118009.670956295	111464.915270619	127114.735980277	101720.050867092	133028.274263943	63473.1484858176	118181.443736101	94947.766371789	167818.885190229	127429.235251125	129153.726955875	110307.750761264	108119.023607213	153643.108255121	123453.763588594	105950.78703796	121473.163292065	105682.885506736	136897.897954013	37036.8328523276	89642.397201529	117095.209161707	139449.089747376	103121.889538693
PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	149608.018556586	182608.72208053	127718.294285482	134046.699558038	123138.311982634	183692.383949038	126879.171069476	164270.292058973	153880.502092176	130421.695419122	177814.635229463	128007.120025438	117923.591942705	152729.551948825	166490.209662445	107052.516025911	82952.8053152149	111673.622738517	99102.6909757921	70522.1467165836	173326.05143528	140755.012866854	106567.116484047	469500.171089055	178691.00937146	108940.464237377	160186.785666305	166078.025265496	121694.013391103	108255.628136539	157326.057174347	77204.2322042431	134038.085395858	124631.78708507	247106.22545752	191186.103877456	159102.379294346	149196.879492581	122208.196772065	159400.735124478	142876.820274271	125361.884219556	154489.31617183	148976.348793326	183101.99281802	57097.3261107858	106226.781699829	154339.359412769	162081.63852978	117697.849151178
PWY-7198	pyrimidine deoxyribonucleotides de novo biosynthesis IV	5702.29961138615	32998.2729790135	28545.8864866783	45027.5547686024	13590.5409940327	108429.97815638	79541.335797923	108043.125348229	98013.066082187	61980.5484341855	105451.139099098	70534.2539490282	30351.2848252898	93832.1051468738	90620.5136550274	63749.1238671988	32890.1169012626	65411.4653593099	68425.6243179995	58834.7793049022	107468.625444708	88051.9707852653	62720.7235625869	281153.269615011	20373.3087617337	31543.9365451899	71995.2048013995	85278.1250136793	5576.46974582083	8606.98323070586	35312.9773123827	36721.1319640095	14810.2785234102	37350.048775977	122780.543245963	122288.740002641	13696.9128555162	42366.1817575181	45832.6728920982	12677.9677094863	23974.2920048818	34952.5355711311	16932.8619981523	47917.4356862945	77362.1793279825	31284.529894781	6717.38356456532	32174.221897402	40744.0870852775	40414.3446019532
PWY-7199	pyrimidine deoxyribonucleosides salvage	60977.819042284	61091.0351606615	46664.3469867951	51479.1867681285	83640.6487668605	62039.7372420261	61122.6425541153	49819.9365998467	48579.7422725034	62925.58065354	74010.423406694	41578.9952154436	51932.3492548354	55286.0905688504	88703.8632514905	44148.867158178	60209.7009271113	65994.7077749319	43387.0699970224	35339.0664902037	64770.6039662401	62594.3890508016	44540.2593300502	239455.052870818	67450.9524271014	37837.4678708405	59093.8553869506	53648.9940702752	92864.7786431809	64171.4357486096	75112.9904549067	33961.5701680381	69703.8361181996	49545.6991066098	87785.2586381782	64041.341122989	73755.5007335948	60942.0021343697	63798.0247038264	101871.386544689	71922.0784781358	61126.6467265136	69223.0003116609	54840.5192760115	71309.7692253133	17604.3367083892	53901.6487254682	64321.2492545118	81351.8365944457	59524.0267498789
PWY-7200	superpathway of pyrimidine deoxyribonucleoside salvage	89013.703618438	95419.7195616439	71030.6671243118	77569.4180248037	101619.13878362	96948.6695555639	84972.28496899	79408.4362359618	77006.4032050857	88195.3732853509	108515.311299496	65735.251485537	75191.1626822274	83616.64905876	117465.705776286	64880.8642777548	71012.8776064478	85285.6524735868	61879.6353334153	48862.9723919087	97687.840081628	89506.1227480633	64969.933772707	325050.349720285	102074.013804275	58931.493326556	90313.3194146025	84715.3079086139	106550.163282758	82761.32647315	105747.846648753	48843.1216446343	94752.6848200261	74233.6584091363	134657.151968832	100083.473836183	103825.865965304	89021.8126714762	86506.9878859032	126412.797409776	98538.4024836982	85135.1281167935	98267.5197189643	83543.3148806033	106487.720342185	28056.7292515004	73291.113723407	93899.4036802528	112046.906378325	81879.4695311152
PWY-7208	superpathway of pyrimidine nucleobases salvage	201682.7254056	240763.782934138	170758.237652421	179885.566145688	204471.93346434	245692.156046499	185719.249866483	213869.644496221	199864.695158199	193105.511039866	251642.374247854	166956.971106	164551.184422886	198097.356028601	220930.442960875	151244.89439131	138537.221455627	173084.752074075	140069.976403715	114563.500431592	236138.492898941	203271.183988181	146433.246357843	650781.523928403	240422.911024353	147604.763795017	215758.812900939	218132.915088453	205306.220218187	169742.581131323	237073.208867694	111418.644492	199875.001825521	178311.650626811	328057.078299097	259505.767828376	216073.583230967	196928.471648568	185997.609986801	243416.268911694	202591.57503219	180100.549476585	211548.899781735	194635.920656606	246157.418017418	75125.4744968916	149899.668698204	208882.65681463	236409.128919112	176583.593613258
PWY-7210	pyrimidine deoxyribonucleotides biosynthesis from CTP	8056.08947607435	44952.0674092186	38375.3264192476	58950.0431150455	18674.8480876424	133133.091086416	96271.2972735	132486.969148901	120351.227805826	77205.6240372896	128346.111583902	87767.3393425937	40234.4875658944	114459.958791039	111260.346045157	77901.4215669708	41253.2950867046	79426.0015795797	81231.5544051223	66860.2151818084	130921.118348736	106331.409072324	76551.3187689108	339353.635555962	28140.3325340373	41638.8462967719	91751.1437203725	107139.693873644	7834.61163801328	11966.3860961469	47020.024345606	46211.1020978169	20411.2993709809	48848.4468944076	153101.066623231	147956.933479741	19118.3858169548	56466.4472080062	58567.9547576902	17653.3439406657	32667.8154476521	46080.6479901682	23461.070329236	63520.7468548465	99472.5402323471	39171.4254943162	9425.17704058943	43534.9792754596	54152.6565370377	52339.4512718348
